Mat,No.,ID,Qn,Q,Pt,SOC,SOE,U1,U2,U3,U4,U5,U6,U7,U8,U9,U10,U11,U12,U13,U14,U15,U16,U17,U18,U19,U20,U21,SOH
NMC,13,E3-200,2.1,1.8787,5,50,44.73095238,3.8557,3.8702,3.8764,3.8619,3.8569,3.8423,3.8364,3.851,3.8547,3.8857,3.8963,3.8668,3.8585,3.8278,3.8169,3.8473,3.8541,3.9127,3.9363,3.8767,3.8612,0.894619048
NMC,14,E3-300,2.1,1.8272,5,50,43.5047619,3.8764,3.8916,3.8966,3.8823,3.878,3.864,3.8572,3.8721,3.8755,3.9062,3.9167,3.887,3.8789,3.8504,3.838,3.8681,3.8746,3.935,3.9564,3.8975,3.882,0.870095238
NMC,15,E3-400,2.1,1.7676,5,50,42.08571429,3.8823,3.8972,3.9025,3.8879,3.8839,3.8699,3.8634,3.878,3.8817,3.9099,3.9226,3.8932,3.8848,3.855,3.8442,3.874,3.8808,3.9412,3.962,3.9025,3.8873,0.841714286
NMC,16,E3-500,2.1,1.6929,5,50,40.30714286,3.8895,3.9043,3.9099,3.8947,3.8907,3.8758,3.8699,3.8854,3.8885,3.9192,3.9301,3.9006,3.8919,3.8622,3.8507,3.8811,3.8879,3.9462,3.9704,3.9105,3.8944,0.806142857
NMC,17,E3-600,2.1,1.5726,5,50,37.44285714,3.9074,3.9229,3.9291,3.9136,3.909,3.895,3.8879,3.9034,3.9071,3.9381,3.9493,3.9189,3.9102,3.8795,3.8678,3.8991,3.9062,3.967,3.9908,3.9295,3.913,0.748857143
NMC,18,E4-100,2.1,1.9052,5,50,45.36190476,3.8501,3.8665,3.8724,3.8566,3.8516,3.8352,3.8293,3.8457,3.8488,3.8823,3.8938,3.8616,3.8532,3.8206,3.8085,3.8414,3.8482,3.9109,3.9363,3.8724,3.856,0.907238095
NMC,19,E4-200,2.1,1.8324,5,50,43.62857143,3.865,3.8802,3.8864,3.8712,3.8662,3.8523,3.8448,3.8606,3.8637,3.8947,3.9071,3.8758,3.8674,3.8358,3.824,3.855,3.8628,3.9248,3.949,3.8864,3.8705,0.872571429
NMC,20,E4-300,2.1,1.7794,5,50,42.36666667,3.8864,3.9022,3.9071,3.8916,3.8876,3.8721,3.8662,3.882,3.8854,3.9164,3.9279,3.8972,3.8888,3.8578,3.8461,3.8774,3.8845,3.9465,3.9691,3.9081,3.8913,0.847333333
NMC,21,E4-400,2.1,1.7229,5,50,41.02142857,3.8904,3.9059,3.9118,3.8966,3.8922,3.8767,3.8712,3.8867,3.8901,3.9208,3.9322,3.9019,3.8932,3.8637,3.8513,3.8823,3.8891,3.9484,3.9732,3.9112,3.896,0.820428571
NMC,22,E4-500,2.1,1.6562,5,50,39.43333333,3.8988,3.9143,3.9198,3.9046,3.9003,3.8851,3.8795,3.8947,3.8981,3.9285,3.9403,3.9099,3.9012,3.8709,3.8594,3.8901,3.8975,3.9592,3.9812,3.9214,3.904,0.788666667
NMC,23,E4-600,2.1,1.5474,5,50,36.84285714,3.9124,3.9282,3.9341,3.9186,3.9136,3.8984,3.8922,3.9084,3.9121,3.9428,3.9552,3.9236,3.9152,3.8836,3.8721,3.904,3.9112,3.9716,3.9973,3.9357,3.918,0.736857143
NMC,24,H3-100,2.1,1.8995,5,50,45.22619048,3.8498,3.8662,3.8721,3.8557,3.8513,3.8349,3.829,3.8454,3.8488,3.8817,3.8935,3.8606,3.8526,3.8203,3.8079,3.8414,3.8482,3.9136,3.936,3.8709,3.8557,0.90452381
NMC,25,H3-200,2.1,1.8332,5,50,43.64761905,3.8625,3.8783,3.8839,3.8681,3.8637,3.8473,3.8417,3.8578,3.8612,3.8938,3.9053,3.8736,3.8653,3.8346,3.8213,3.8538,3.8606,3.9248,3.9474,3.8829,3.8678,0.872952381
NMC,26,H3-400,2.1,1.7239,5,50,41.0452381,3.8895,3.9046,3.9112,3.8953,3.891,3.8755,3.869,3.8848,3.8885,3.9211,3.9319,3.8997,3.8919,3.8594,3.8482,3.8811,3.8876,3.9527,3.9741,3.9096,3.895,0.820904762
NMC,27,H3-500,2.1,1.6369,5,50,38.97380952,3.8975,3.914,3.9192,3.9031,3.8988,3.8823,3.8767,3.8929,3.8966,3.9298,3.9403,3.9078,3.9,3.8674,3.8557,3.8891,3.8953,3.9611,3.9831,3.9174,3.9028,0.77947619
NMC,28,H3-600,2.1,1.5406,5,50,36.68095238,3.9143,3.931,3.9366,3.9198,3.9155,3.8984,3.8929,3.9093,3.913,3.9471,3.9586,3.9248,3.9167,3.8845,3.8715,3.905,3.9118,3.9797,4.0023,3.9366,3.9198,0.733619048
NMC,29,H4-100,2.1,1.8972,5,50,45.17142857,3.8538,3.869,3.8755,3.86,3.8557,3.8389,3.833,3.8488,3.8523,3.8845,3.8966,3.8647,3.8566,3.8244,3.8126,3.8445,3.8516,3.9133,3.9384,3.8755,3.8594,0.903428571
NMC,30,H4-200,2.1,1.8208,5,50,43.35238095,3.8696,3.8854,3.891,3.8758,3.8715,3.8557,3.8495,3.8653,3.8684,3.9,3.9115,3.8808,3.8724,3.8408,3.8293,3.8606,3.8674,3.9298,3.9524,3.8916,3.8752,0.867047619
NMC,31,H4-300,2.1,1.757,5,50,41.83333333,3.8926,3.9084,3.914,3.8984,3.8941,3.8795,3.8724,3.8882,3.8913,3.9229,3.9341,3.9037,3.8953,3.8637,3.8523,3.8836,3.8907,3.9536,3.9756,3.914,3.8978,0.836666667
NMC,32,H4-400,2.1,1.6401,5,50,39.05,3.9034,3.9189,3.9248,3.909,3.9046,3.8888,3.8826,3.8984,3.9025,3.9344,3.9462,3.9146,3.9059,3.8749,3.8622,3.8941,3.9015,3.9639,3.9884,3.9251,3.9084,0.781
NMC,33,H4-500,2.1,1.4317,5,50,34.08809524,3.9378,3.9549,3.9617,3.945,3.9397,3.9223,3.9155,3.9322,3.9366,3.971,3.9843,3.9512,3.9406,3.9084,3.8932,3.927,3.9357,4.0032,4.0305,3.9639,3.944,0.681761905
NMC,34,H4-600,2.1,1.286,5,50,30.61904762,3.9546,3.9722,3.9797,3.9623,3.9564,3.9388,3.931,3.949,3.9533,3.989,4.0039,3.9688,3.9583,3.9226,3.9078,3.9425,3.9521,4.0206,4.0528,3.984,3.9614,0.612380952
NMC,35,I3-100,2.1,1.9383,5,50,46.15,3.8405,3.8572,3.8625,3.8464,3.842,3.8271,3.8197,3.8358,3.8392,3.8718,3.8839,3.8513,3.8433,3.8107,3.7986,3.8324,3.8386,3.9056,3.927,3.8625,3.8464,0.923
NMC,36,I3-200,2.1,1.8665,5,50,44.44047619,3.8547,3.8712,3.8764,3.86,3.8563,3.8399,3.8343,3.8507,3.8535,3.886,3.8978,3.865,3.8575,3.8262,3.8132,3.8464,3.8529,3.9177,3.9403,3.8749,3.8603,0.888809524
NMC,37,I3-300,2.1,1.8076,5,50,43.03809524,3.8795,3.8944,3.9012,3.8845,3.8808,3.8643,3.8588,3.8755,3.8783,3.9102,3.922,3.8891,3.882,3.8495,3.838,3.8705,3.8777,3.9431,3.9648,3.8991,3.8848,0.860761905
NMC,38,I3-400,2.1,1.745,5,50,41.54761905,3.886,3.9025,3.9078,3.8913,3.8873,3.8715,3.865,3.8814,3.8845,3.9183,3.9291,3.8957,3.8885,3.8554,3.8442,3.8777,3.8836,3.9502,3.9713,3.9062,3.8916,0.830952381
NMC,39,I3-500,2.1,1.6856,5,50,40.13333333,3.8944,3.9112,3.9164,3.9,3.896,3.8802,3.8733,3.8898,3.8932,3.927,3.9375,3.9046,3.8972,3.8643,3.8529,3.886,3.8922,3.9592,3.98,3.9146,3.9,0.802666667
NMC,40,I3-600,2.1,1.6119,5,50,38.37857143,3.905,3.9217,3.927,3.9105,3.9065,3.8895,3.8836,3.9,3.9037,3.9378,3.9481,3.9152,3.9078,3.8736,3.8631,3.8963,3.9028,3.9698,3.9908,3.9251,3.9102,0.767571429
NMC,41,I4-100,2.1,1.8945,5,50,45.10714286,3.851,3.8671,3.8733,3.8572,3.8526,3.8358,3.8299,3.8467,3.8501,3.8833,3.895,3.8622,3.8541,3.8206,3.8095,3.8417,3.8492,3.9152,3.9378,3.8727,3.8569,0.902142857
NMC,42,I4-200,2.1,1.8275,5,50,43.51190476,3.8631,3.8792,3.8848,3.869,3.8647,3.8485,3.8426,3.8585,3.8619,3.8938,3.9062,3.8749,3.8659,3.834,3.8219,3.8541,3.8612,3.926,3.949,3.8857,3.8687,0.870238095
NMC,43,I4-400,2.1,1.7245,5,50,41.05952381,3.8885,3.904,3.9099,3.8941,3.8901,3.8743,3.8684,3.8842,3.8879,3.9202,3.931,3.8991,3.8913,3.8591,3.8482,3.8792,3.8867,3.9515,3.9732,3.9093,3.8941,0.821190476
NMC,44,I4-500,2.1,1.6775,5,50,39.94047619,3.8913,3.9074,3.913,3.8972,3.8926,3.8771,3.8709,3.887,3.8904,3.9226,3.9335,3.9022,3.8938,3.8625,3.851,3.8829,3.8895,3.9539,3.9753,3.9133,3.8969,0.798809524
NMC,45,I4-600,2.1,1.5797,5,50,37.61190476,3.9062,3.9226,3.9285,3.9124,3.9078,3.8916,3.8857,3.9022,3.9056,3.9384,3.9499,3.9177,3.909,3.8761,3.865,3.8978,3.9046,3.9688,3.9927,3.9282,3.9121,0.752238095
NMC,46,J1-100,2.1,1.9212,5,50,45.74285714,3.8492,3.8643,3.8712,3.855,3.8507,3.8352,3.8287,3.8448,3.8485,3.8795,3.8922,3.8603,3.8519,3.8206,3.8082,3.8405,3.8476,3.9109,3.9344,3.8705,3.8547,0.914857143
NMC,47,J1-200,2.1,1.8448,5,50,43.92380952,3.8631,3.8789,3.8851,3.8693,3.865,3.8498,3.8433,3.8588,3.8625,3.8938,3.9059,3.8749,3.8662,3.8346,3.8231,3.8541,3.8616,3.9251,3.9474,3.8851,3.869,0.87847619
NMC,48,J1-300,2.1,1.7948,5,50,42.73333333,3.8857,3.9012,3.9071,3.8916,3.887,3.8724,3.8662,3.8814,3.8851,3.9161,3.9273,3.8963,3.8882,3.8581,3.8461,3.8767,3.8842,3.9465,3.9682,3.9068,3.891,0.854666667
NMC,49,J1-400,2.1,1.7234,5,50,41.03333333,3.8919,3.9071,3.913,3.8978,3.8932,3.8774,3.8721,3.8879,3.891,3.9223,3.9335,3.9025,3.8944,3.8631,3.8519,3.8823,3.8901,3.9527,3.9741,3.9136,3.8972,0.820666667
NMC,50,J1-500,2.1,1.6197,5,50,38.56428571,3.9109,3.926,3.9322,3.9171,3.9124,3.8969,3.8907,3.9062,3.9099,3.9412,3.9527,3.9214,3.9133,3.8823,3.8709,3.9015,3.909,3.9713,3.9936,3.9326,3.9164,0.771285714
NMC,51,J1-600,2.1,1.469,5,50,34.97619048,3.9211,3.9366,3.9434,3.9276,3.9226,3.9071,3.9003,3.9164,3.9202,3.953,3.9651,3.9335,3.9242,3.8913,3.8792,3.9118,3.9192,3.9831,4.0082,3.9443,3.927,0.69952381
NMC,52,J2-100,2.1,1.9156,5,50,45.60952381,3.8495,3.8674,3.8736,3.8557,3.8513,3.8343,3.8275,3.8454,3.8492,3.8845,3.8966,3.8609,3.8526,3.8172,3.8048,3.8408,3.8482,3.9195,3.9428,3.8718,3.8554,0.912190476
NMC,53,J2-200,2.1,1.8418,5,50,43.85238095,3.8671,3.8845,3.8904,3.873,3.8684,3.8516,3.8448,3.8628,3.8662,3.9009,3.9133,3.8783,3.8696,3.8352,3.8225,3.8581,3.8656,3.9347,3.9589,3.8888,3.8724,0.877047619
NMC,54,J2-300,2.1,1.7876,5,50,42.56190476,3.8873,3.9043,3.9105,3.8932,3.8888,3.8727,3.8662,3.8836,3.887,3.9211,3.9326,3.8981,3.8901,3.8563,3.8445,3.878,3.8864,3.9546,3.9769,3.909,3.8929,0.851238095
NMC,55,J2-400,2.1,1.7164,5,50,40.86666667,3.8938,3.9105,3.9164,3.8997,3.895,3.8783,3.8721,3.8891,3.8926,3.9264,3.9381,3.9043,3.8963,3.8622,3.8507,3.8833,3.8916,3.9592,3.9818,3.9161,3.8991,0.817333333
NMC,56,J2-500,2.1,1.5775,5,50,37.55952381,3.9056,3.9226,3.9288,3.9121,3.9074,3.8904,3.8839,3.9006,3.9043,3.9391,3.9508,3.9167,3.9084,3.8743,3.8619,3.8953,3.9034,3.9704,3.9955,3.9276,3.9112,0.751190476
NMC,57,J2-600,2.1,1.4437,5,50,34.37380952,3.9304,3.9484,3.9549,3.9375,3.9322,3.9143,3.9074,3.9251,3.9288,3.9654,3.9781,3.9434,3.9332,3.8972,3.8842,3.9192,3.9279,3.9986,4.0259,3.9555,3.9366,0.68747619
NMC,58,J3-200,2.1,1.8194,5,50,43.31904762,3.8699,3.8857,3.8919,3.8755,3.8712,3.855,3.8492,3.8656,3.8687,3.9012,3.9127,3.8811,3.8724,3.8402,3.8284,3.8606,3.8678,3.9329,3.9555,3.8907,3.8752,0.866380952
NMC,59,J3-300,2.1,1.7594,5,50,41.89047619,3.8922,3.9084,3.914,3.8978,3.8938,3.8774,3.8718,3.8879,3.8913,3.9239,3.935,3.9034,3.8947,3.8628,3.851,3.8833,3.8904,3.9536,3.9772,3.913,3.8972,0.837809524
NMC,60,J3-400,2.1,1.6817,5,50,40.04047619,3.8969,3.913,3.9189,3.9031,3.8984,3.8826,3.8771,3.8932,3.8966,3.9285,3.94,3.9084,3.8997,3.8684,3.8566,3.8888,3.8957,3.9592,3.9818,3.9192,3.9025,0.800809524
NMC,61,J3-500,2.1,1.4958,5,50,35.61428571,3.927,3.9434,3.9499,3.9332,3.9285,3.913,3.9056,3.922,3.926,3.958,3.9719,3.9388,3.9295,3.8963,3.8839,3.9174,3.9251,3.9893,4.0166,3.9508,3.9326,0.712285714
NMC,62,J3-600,2.1,1.301,5,50,30.97619048,3.9477,3.9651,3.9729,3.9549,3.9496,3.9326,3.9248,3.9425,3.9468,3.9818,3.9967,3.9614,3.9512,3.9158,3.9019,3.9369,3.9456,4.015,4.0451,3.9753,3.9543,0.61952381
NMC,63,J4-100,2.1,1.8809,5,50,44.78333333,3.86,3.8746,3.882,3.8659,3.8616,3.8467,3.8392,3.8557,3.8588,3.8895,3.9031,3.8718,3.8628,3.8318,3.8185,3.851,3.8581,3.9233,3.9456,3.8811,3.8656,0.895666667
NMC,64,J4-200,2.1,1.8001,5,50,42.85952381,3.8755,3.8898,3.8972,3.8817,3.8771,3.8625,3.8554,3.8709,3.8743,3.9056,3.918,3.887,3.8783,3.847,3.8349,3.8662,3.8736,3.9338,3.9595,3.8972,3.8811,0.857190476
NMC,65,J4-400,2.1,1.6412,5,50,39.07619048,3.905,3.9205,3.9264,3.9115,3.9065,3.891,3.8851,3.9006,3.904,3.935,3.9468,3.9164,3.9074,3.8771,3.8653,3.8953,3.9034,3.9626,3.9884,3.9276,3.9105,0.78152381
NMC,66,J4-500,2.1,1.4674,5,50,34.93809524,3.9319,3.9477,3.9543,3.9384,3.9335,3.9177,3.9109,3.9267,3.9307,3.9623,3.976,3.9443,3.9347,3.9028,3.8901,3.922,3.9298,3.993,4.0194,3.957,3.9375,0.698761905
NMC,67,J4-600,2.1,1.3856,5,50,32.99047619,3.94,3.957,3.9636,3.9474,3.9422,3.9254,3.9183,3.935,3.9391,3.9713,3.9862,3.9543,3.9434,3.9102,3.8963,3.9295,3.9378,4.002,4.0318,3.967,3.9462,0.659809524
